Model,M,N,K,SM,SN,SK,Q,QN,SP,Method,Time(ms),TFLOPS,Bandwidth(GB/s)
flan-t5-small,4096,32128,512,128,128,128,False,16,BB,FB_GEMM,0.4272,315.45,659.54
flan-t5-small,4096,32128,512,128,128,128,False,16,BB,CUTLASS,0.6269,214.95,449.41
flan-t5-small,4096,32128,512,1,1,512,False,16,CC,MXBLAS,0.2471,545.34,1140.16
flan-t5-small,4096,32128,512,1,1,512,False,16,CC,FB_GEMM,0.3260,413.37,864.26
flan-t5-small,4096,32128,512,1,1,512,False,16,CC,SG_LANG,0.2988,450.99,942.92
flan-t5-small,8192,512,512,8192,512,512,False,16,TT,MXBLAS,0.0156,275.99,825.41
flan-t5-small,8192,512,512,8192,512,512,False,16,TT,COAT,0.0331,129.90,388.49
flan-t5-small,8192,512,512,8192,512,512,False,16,TT,CUTLASS,0.0317,135.38,404.90
flan-t5-small,8192,512,512,8192,512,512,False,16,TT,TE_CUBLAS,0.0214,200.74,600.35
flan-t5-small,8192,512,512,1,128,128,False,16,GB,MXBLAS,0.0168,255.26,763.41
flan-t5-small,8192,512,512,1,128,128,False,16,GB,DEEP_GEMM,0.0397,108.14,323.42
flan-t5-small,8192,512,512,1,128,128,False,16,GB,CUTLASS,0.0345,124.43,372.13
flan-t5-small,8192,512,512,1,128,128,False,16,GB,SG_LANG,0.0232,185.00,553.28
flan-t5-small,8192,512,512,128,128,128,False,16,BB,MXBLAS,0.0180,238.19,712.35
flan-t5-small,8192,512,512,128,128,128,False,16,BB,FB_GEMM,0.0836,51.38,153.66
flan-t5-small,8192,512,512,128,128,128,False,16,BB,CUTLASS,0.0344,124.69,372.93
flan-t5-small,8192,512,512,1,1,512,False,16,CC,MXBLAS,0.0169,253.97,759.57
flan-t5-small,8192,512,512,1,1,512,False,16,CC,FB_GEMM,0.1001,42.89,128.26
flan-t5-small,8192,512,512,1,1,512,False,16,CC,SG_LANG,0.0192,224.26,670.69
flan-t5-small,8192,2048,512,8192,2048,512,False,16,TT,MXBLAS,0.0344,499.10,1127.11
flan-t5-small,8192,2048,512,8192,2048,512,False,16,TT,COAT,0.0519,331.30,748.17
flan-t5-small,8192,2048,512,8192,2048,512,False,16,TT,CUTLASS,0.0807,212.90,480.78
flan-t5-small,8192,2048,512,8192,2048,512,False,16,TT,TE_CUBLAS,0.0447,384.37,868.03
flan-t5-small,8192,2048,512,1,128,128,False,16,GB,MXBLAS,0.0394,435.57,983.65
flan-t5-small,8192,2048,512,1,128,128,False,16,GB,DEEP_GEMM,0.0660,260.32,587.87
flan-t5-small,8192,2048,512,1,128,128,False,16,GB,CUTLASS,0.0896,191.65,432.81
flan-t5-small,8192,2048,512,1,128,128,False,16,GB,SG_LANG,0.0590,290.95,657.05
flan-t5-small,8192,2048,512,128,128,128,False,16,BB,MXBLAS,0.0431,398.89,900.82
flan-t5-small,8192,2048,512,128,128,128,False,16,BB,FB_GEMM,0.0888,193.45,436.87
flan-t5-small,8192,2048,512,128,128,128,False,16,BB,CUTLASS,0.0896,191.79,433.13
flan-t5-small,8192,2048,512,1,1,512,False,16,CC,MXBLAS,0.0384,447.14,1009.77
flan-t5-small,8192,2048,512,1,1,512,False,16,CC,FB_GEMM,0.1012,169.78,383.42
flan-t5-small,8192,2048,512,1,1,512,False,16,CC,SG_LANG,0.0434,395.92,894.11
flan-t5-small,8192,512,2048,8192,512,2048,False,16,TT,MXBLAS,0.0357,480.70,733.50
flan-t5-small,8192,512,2048,8192,512,2048,False,16,TT,COAT,0.0448,383.27,584.83
flan-t5-small,8192,512,2048,8192,512,2048,False,16,TT,CUTLASS,0.0534,321.84,491.09
flan-t5-small,8192,512,2048,8192,512,2048,False,16,TT,TE_CUBLAS,0.0372,462.12,705.14
flan-t5-small,8192,512,2048,1,128,128,False,16,GB,MXBLAS,0.0386,445.17,679.27
flan-t5-small,8192,512,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0512,335.57,512.04
flan-t5-small,8192,512,2048,1,128,128,False,16,GB,CUTLASS,0.0615,279.52,426.51
flan-t5-small,8192,512,2048,1,128,128,False,16,GB,SG_LANG,0.0536,320.74,489.40
flan-t5-small,8192,512,2048,128,128,128,False,16,BB,MXBLAS,0.0435,394.49,601.94
flan-t5-small,8192,512,2048,128,128,128,False,16,BB,FB_GEMM,0.0882,194.80,297.24
flan-t5-small,8192,512,2048,128,128,128,False,16,BB,CUTLASS,0.0610,281.47,429.49
flan-t5-small,8192,512,2048,1,1,2048,False,16,CC,MXBLAS,0.0374,459.22,700.71
flan-t5-small,8192,512,2048,1,1,2048,False,16,CC,FB_GEMM,0.1029,166.91,254.69
flan-t5-small,8192,512,2048,1,1,2048,False,16,CC,SG_LANG,0.0383,448.56,684.45
flan-t5-small,8192,32128,512,8192,32128,512,False,16,TT,MXBLAS,0.4220,638.64,1296.26
flan-t5-small,8192,32128,512,8192,32128,512,False,16,TT,COAT,0.6850,393.46,798.62
flan-t5-small,8192,32128,512,8192,32128,512,False,16,TT,CUTLASS,1.1055,243.78,494.81
flan-t5-small,8192,32128,512,8192,32128,512,False,16,TT,TE_CUBLAS,0.5371,501.78,1018.47
flan-t5-small,8192,32128,512,1,128,128,False,16,GB,MXBLAS,0.4596,586.44,1190.31
flan-t5-small,8192,32128,512,1,128,128,False,16,GB,DEEP_GEMM,0.9238,291.75,592.18
flan-t5-small,8192,32128,512,1,128,128,False,16,GB,CUTLASS,1.2414,217.11,440.67
flan-t5-small,8192,32128,512,1,128,128,False,16,GB,SG_LANG,0.7877,342.15,694.47
flan-t5-small,8192,32128,512,128,128,128,False,16,BB,MXBLAS,0.4474,602.38,1222.67
flan-t5-small,8192,32128,512,128,128,128,False,16,BB,FB_GEMM,0.8070,333.95,677.82
flan-t5-small,8192,32128,512,128,128,128,False,16,BB,CUTLASS,1.2481,215.94,438.30
flan-t5-small,8192,32128,512,1,1,512,False,16,CC,MXBLAS,0.4951,544.30,1104.79
flan-t5-small,8192,32128,512,1,1,512,False,16,CC,FB_GEMM,0.6350,424.41,861.44
flan-t5-small,8192,32128,512,1,1,512,False,16,CC,SG_LANG,0.5866,459.43,932.52
flan-t5-small,16384,512,512,16384,512,512,False,16,TT,MXBLAS,0.0226,380.47,1126.28
flan-t5-small,16384,512,512,16384,512,512,False,16,TT,COAT,0.0360,238.74,706.73
flan-t5-small,16384,512,512,16384,512,512,False,16,TT,CUTLASS,0.0478,179.60,531.65
flan-t5-small,16384,512,512,16384,512,512,False,16,TT,TE_CUBLAS,0.0299,286.90,849.27
flan-t5-small,16384,512,512,1,128,128,False,16,GB,MXBLAS,0.0246,349.57,1034.79
flan-t5-small,16384,512,512,1,128,128,False,16,GB,DEEP_GEMM,0.1802,47.68,141.13
flan-t5-small,16384,512,512,1,128,128,False,16,GB,CUTLASS,0.0528,162.79,481.90
flan-t5-small,16384,512,512,1,128,128,False,16,GB,SG_LANG,0.0350,245.57,726.93
flan-t5-small,16384,512,512,128,128,128,False,16,BB,MXBLAS,0.0275,312.69,925.63
flan-t5-small,16384,512,512,128,128,128,False,16,BB,FB_GEMM,0.0867,99.09,293.31
flan-t5-small,16384,512,512,128,128,128,False,16,BB,CUTLASS,0.0532,161.43,477.86
flan-t5-small,16384,512,512,1,1,512,False,16,CC,MXBLAS,0.0248,347.00,1027.19
flan-t5-small,16384,512,512,1,1,512,False,16,CC,FB_GEMM,0.0992,86.57,256.26
flan-t5-small,16384,512,512,1,1,512,False,16,CC,SG_LANG,0.0274,313.27,927.35
flan-t5-small,16384,2048,512,16384,2048,512,False,16,TT,MXBLAS,0.0600,572.52,1275.45
flan-t5-small,16384,2048,512,16384,2048,512,False,16,TT,COAT,0.0900,381.86,850.70
flan-t5-small,16384,2048,512,16384,2048,512,False,16,TT,CUTLASS,0.1498,229.32,510.89
flan-t5-small,16384,2048,512,16384,2048,512,False,16,TT,TE_CUBLAS,0.0803,427.89,953.25
flan-t5-small,16384,2048,512,1,128,128,False,16,GB,MXBLAS,0.0704,487.97,1087.10
flan-t5-small,16384,2048,512,1,128,128,False,16,GB,DEEP_GEMM,0.1232,278.97,621.48
flan-t5-small,16384,2048,512,1,128,128,False,16,GB,CUTLASS,0.1659,207.13,461.44
flan-t5-small,16384,2048,512,1,128,128,False,16,GB,SG_LANG,0.1091,314.89,701.51
flan-t5-small,16384,2048,512,128,128,128,False,16,BB,MXBLAS,0.0744,461.87,1028.96
flan-t5-small,16384,2048,512,128,128,128,False,16,BB,FB_GEMM,0.1132,303.51,676.15
flan-t5-small,16384,2048,512,128,128,128,False,16,BB,CUTLASS,0.1667,206.06,459.05
flan-t5-small,16384,2048,512,1,1,512,False,16,CC,MXBLAS,0.0690,497.70,1108.77
flan-t5-small,16384,2048,512,1,1,512,False,16,CC,FB_GEMM,0.1040,330.24,735.71
flan-t5-small,16384,2048,512,1,1,512,False,16,CC,SG_LANG,0.0795,432.24,962.94
flan-t5-small,16384,512,2048,16384,512,2048,False,16,TT,MXBLAS,0.0566,607.16,907.92
flan-t5-small,16384,512,2048,16384,512,2048,False,16,TT,COAT,0.0688,499.30,746.63
flan-t5-small,16384,512,2048,16384,512,2048,False,16,TT,CUTLASS,0.0865,397.20,593.96
flan-t5-small,16384,512,2048,16384,512,2048,False,16,TT,TE_CUBLAS,0.0552,622.09,930.25
flan-t5-small,16384,512,2048,1,128,128,False,16,GB,MXBLAS,0.0694,494.87,740.01
flan-t5-small,16384,512,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0767,448.16,670.17
flan-t5-small,16384,512,2048,1,128,128,False,16,GB,CUTLASS,0.1002,343.06,513.00
flan-t5-small,16384,512,2048,1,128,128,False,16,GB,SG_LANG,0.0871,394.43,589.82
flan-t5-small,16384,512,2048,128,128,128,False,16,BB,MXBLAS,0.0780,440.45,658.63
flan-t5-small,16384,512,2048,128,128,128,False,16,BB,FB_GEMM,0.0989,347.36,519.43
flan-t5-small,16384,512,2048,128,128,128,False,16,BB,CUTLASS,0.1005,342.00,511.41
flan-t5-small,16384,512,2048,1,1,2048,False,16,CC,MXBLAS,0.0594,578.54,865.13
flan-t5-small,16384,512,2048,1,1,2048,False,16,CC,FB_GEMM,0.0996,344.81,515.62
flan-t5-small,16384,512,2048,1,1,2048,False,16,CC,SG_LANG,0.0608,565.57,845.74
flan-t5-small,16384,32128,512,16384,32128,512,False,16,TT,MXBLAS,0.8210,656.58,1312.63
flan-t5-small,16384,32128,512,16384,32128,512,False,16,TT,COAT,1.3561,397.49,794.67
flan-t5-small,16384,32128,512,16384,32128,512,False,16,TT,CUTLASS,2.1910,246.01,491.83
flan-t5-small,16384,32128,512,16384,32128,512,False,16,TT,TE_CUBLAS,1.0560,510.43,1020.46
flan-t5-small,16384,32128,512,1,128,128,False,16,GB,MXBLAS,0.9009,598.34,1196.20
flan-t5-small,16384,32128,512,1,128,128,False,16,GB,DEEP_GEMM,1.8013,299.24,598.24
flan-t5-small,16384,32128,512,1,128,128,False,16,GB,CUTLASS,2.4597,219.14,438.10
flan-t5-small,16384,32128,512,1,128,128,False,16,GB,SG_LANG,1.5579,345.99,691.71
flan-t5-small,16384,32128,512,128,128,128,False,16,BB,MXBLAS,0.8674,621.43,1242.37
flan-t5-small,16384,32128,512,128,128,128,False,16,BB,FB_GEMM,1.5775,341.69,683.12
flan-t5-small,16384,32128,512,128,128,128,False,16,BB,CUTLASS,2.4464,220.33,440.48
flan-t5-small,16384,32128,512,1,1,512,False,16,CC,MXBLAS,0.9424,571.99,1143.52
flan-t5-small,16384,32128,512,1,1,512,False,16,CC,FB_GEMM,1.2539,429.88,859.42
flan-t5-small,16384,32128,512,1,1,512,False,16,CC,SG_LANG,1.0899,494.55,988.71
flan-t5-xl,128,2048,2048,128,2048,2048,False,16,TT,MXBLAS,0.0120,89.26,414.06
flan-t5-xl,128,2048,2048,128,2048,2048,False,16,TT,COAT,0.0332,32.37,150.15
flan-t5-xl,128,2048,2048,128,2048,2048,False,16,TT,CUTLASS,0.0226,47.51,220.39
flan-t5-xl,128,2048,2048,128,2048,2048,False,16,TT,TE_CUBLAS,0.0126,85.33,395.80
flan-t5-xl,128,2048,2048,1,128,128,False,16,GB,MXBLAS,0.0135,79.76,369.98
flan-t5-xl,128,2048,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0377,28.46,132.03
flan-t5-xl,128,2048,2048,1,128,128,False,16,GB,CUTLASS,0.0253,42.39,196.63
flan-t5-xl,128,2048,2048,1,128,128,False,16,GB,SG_LANG,0.0215,50.04,232.14
flan-t5-xl,128,2048,2048,128,128,128,False,16,BB,MXBLAS,0.0146,73.58,341.33
flan-t5-xl,128,2048,2048,128,128,128,False,16,BB,FB_GEMM,0.0864,12.43,57.64
flan-t5-xl,128,2048,2048,128,128,128,False,16,BB,CUTLASS,0.0251,42.74,198.25
flan-t5-xl,128,2048,2048,1,1,2048,False,16,CC,MXBLAS,0.0122,87.98,408.12
flan-t5-xl,128,2048,2048,1,1,2048,False,16,CC,FB_GEMM,0.0946,11.35,52.65
flan-t5-xl,128,2048,2048,1,1,2048,False,16,CC,SG_LANG,0.0129,83.00,385.03
flan-t5-xl,128,8192,2048,128,8192,2048,False,16,TT,MXBLAS,0.0194,220.99,984.64
flan-t5-xl,128,8192,2048,128,8192,2048,False,16,TT,COAT,0.0334,128.70,573.43
flan-t5-xl,128,8192,2048,128,8192,2048,False,16,TT,CUTLASS,0.0242,177.32,790.05
flan-t5-xl,128,8192,2048,128,8192,2048,False,16,TT,TE_CUBLAS,0.0219,196.54,875.69
flan-t5-xl,128,8192,2048,1,128,128,False,16,GB,MXBLAS,0.0191,225.06,1002.75
flan-t5-xl,128,8192,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0401,107.03,476.89
flan-t5-xl,128,8192,2048,1,128,128,False,16,GB,CUTLASS,0.0264,162.61,724.54
flan-t5-xl,128,8192,2048,1,128,128,False,16,GB,SG_LANG,0.0217,197.63,880.57
flan-t5-xl,128,8192,2048,128,128,128,False,16,BB,MXBLAS,0.0199,215.56,960.43
flan-t5-xl,128,8192,2048,128,128,128,False,16,BB,FB_GEMM,0.0872,49.27,219.53
flan-t5-xl,128,8192,2048,128,128,128,False,16,BB,CUTLASS,0.0263,163.21,727.18
flan-t5-xl,128,8192,2048,1,1,2048,False,16,CC,MXBLAS,0.0206,208.19,927.61
flan-t5-xl,128,8192,2048,1,1,2048,False,16,CC,FB_GEMM,0.0999,43.01,191.64
flan-t5-xl,128,8192,2048,1,1,2048,False,16,CC,SG_LANG,0.0181,237.50,1058.20
flan-t5-xl,128,2048,8192,128,2048,8192,False,16,TT,MXBLAS,0.0290,147.85,631.69
flan-t5-xl,128,2048,8192,128,2048,8192,False,16,TT,COAT,0.0689,62.33,266.30
flan-t5-xl,128,2048,8192,128,2048,8192,False,16,TT,CUTLASS,0.0505,84.97,363.05
flan-t5-xl,128,2048,8192,128,2048,8192,False,16,TT,TE_CUBLAS,0.0236,181.81,776.76
flan-t5-xl,128,2048,8192,1,128,128,False,16,GB,MXBLAS,0.0365,117.58,502.34
flan-t5-xl,128,2048,8192,1,128,128,False,16,GB,DEEP_GEMM,0.0403,106.56,455.29
flan-t5-xl,128,2048,8192,1,128,128,False,16,GB,CUTLASS,0.0600,71.60,305.93
flan-t5-xl,128,2048,8192,1,128,128,False,16,GB,SG_LANG,0.0624,68.85,294.17
flan-t5-xl,128,2048,8192,128,128,128,False,16,BB,MXBLAS,0.0390,110.09,470.33
flan-t5-xl,128,2048,8192,128,128,128,False,16,BB,FB_GEMM,0.0873,49.18,210.12
flan-t5-xl,128,2048,8192,128,128,128,False,16,BB,CUTLASS,0.0604,71.15,303.99
flan-t5-xl,128,2048,8192,1,1,8192,False,16,CC,MXBLAS,0.0270,158.84,678.63
flan-t5-xl,128,2048,8192,1,1,8192,False,16,CC,FB_GEMM,0.0975,44.04,188.16
flan-t5-xl,128,2048,8192,1,1,8192,False,16,CC,SG_LANG,0.0196,219.31,936.99
flan-t5-xl,128,32128,2048,128,32128,2048,False,16,TT,MXBLAS,0.0570,295.36,1302.58
flan-t5-xl,128,32128,2048,128,32128,2048,False,16,TT,COAT,0.0647,260.26,1147.79
flan-t5-xl,128,32128,2048,128,32128,2048,False,16,TT,CUTLASS,0.0690,244.11,1076.53
flan-t5-xl,128,32128,2048,128,32128,2048,False,16,TT,TE_CUBLAS,0.0572,294.66,1299.48
flan-t5-xl,128,32128,2048,1,128,128,False,16,GB,MXBLAS,0.0572,294.24,1297.65
flan-t5-xl,128,32128,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0503,334.61,1475.67
flan-t5-xl,128,32128,2048,1,128,128,False,16,GB,CUTLASS,0.0748,225.31,993.65
flan-t5-xl,128,32128,2048,1,128,128,False,16,GB,SG_LANG,0.0651,258.89,1141.72
flan-t5-xl,128,32128,2048,128,128,128,False,16,BB,MXBLAS,0.0579,290.81,1282.48
flan-t5-xl,128,32128,2048,128,128,128,False,16,BB,FB_GEMM,0.0875,192.60,849.40
flan-t5-xl,128,32128,2048,128,128,128,False,16,BB,CUTLASS,0.0746,225.67,995.22
flan-t5-xl,128,32128,2048,1,1,2048,False,16,CC,MXBLAS,0.0587,286.98,1265.59
flan-t5-xl,128,32128,2048,1,1,2048,False,16,CC,FB_GEMM,0.1000,168.40,742.64
flan-t5-xl,128,32128,2048,1,1,2048,False,16,CC,SG_LANG,0.0518,325.48,1435.40
flan-t5-xl,1024,2048,2048,1024,2048,2048,False,16,TT,MXBLAS,0.0193,444.91,543.11
flan-t5-xl,1024,2048,2048,1024,2048,2048,False,16,TT,COAT,0.0338,254.02,310.08
flan-t5-xl,1024,2048,2048,1024,2048,2048,False,16,TT,CUTLASS,0.0387,222.24,271.29
flan-t5-xl,1024,2048,2048,1024,2048,2048,False,16,TT,TE_CUBLAS,0.0241,356.84,435.60
flan-t5-xl,1024,2048,2048,1,128,128,False,16,GB,MXBLAS,0.0211,407.86,497.88
flan-t5-xl,1024,2048,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0415,206.81,252.45
flan-t5-xl,1024,2048,2048,1,128,128,False,16,GB,CUTLASS,0.0440,195.42,238.55
flan-t5-xl,1024,2048,2048,1,128,128,False,16,GB,SG_LANG,0.0378,227.46,277.67
flan-t5-xl,1024,2048,2048,128,128,128,False,16,BB,MXBLAS,0.0231,371.75,453.79
flan-t5-xl,1024,2048,2048,128,128,128,False,16,BB,FB_GEMM,0.0904,95.01,115.98
flan-t5-xl,1024,2048,2048,128,128,128,False,16,BB,CUTLASS,0.0438,196.19,239.49
flan-t5-xl,1024,2048,2048,1,1,2048,False,16,CC,MXBLAS,0.0199,430.98,526.10
flan-t5-xl,1024,2048,2048,1,1,2048,False,16,CC,FB_GEMM,0.0985,87.18,106.42
flan-t5-xl,1024,2048,2048,1,1,2048,False,16,CC,SG_LANG,0.0250,342.94,418.63
flan-t5-xl,1024,8192,2048,1024,8192,2048,False,16,TT,MXBLAS,0.0544,631.55,655.30
flan-t5-xl,1024,8192,2048,1024,8192,2048,False,16,TT,COAT,0.0676,508.43,527.55
flan-t5-xl,1024,8192,2048,1024,8192,2048,False,16,TT,CUTLASS,0.0862,398.73,413.72
flan-t5-xl,1024,8192,2048,1024,8192,2048,False,16,TT,TE_CUBLAS,0.0541,635.35,659.24
flan-t5-xl,1024,8192,2048,1,128,128,False,16,GB,MXBLAS,0.0637,539.52,559.80
flan-t5-xl,1024,8192,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0826,416.22,431.87
flan-t5-xl,1024,8192,2048,1,128,128,False,16,GB,CUTLASS,0.0998,344.40,357.35
flan-t5-xl,1024,8192,2048,1,128,128,False,16,GB,SG_LANG,0.0862,398.44,413.42
flan-t5-xl,1024,8192,2048,128,128,128,False,16,BB,MXBLAS,0.0713,482.18,500.31
flan-t5-xl,1024,8192,2048,128,128,128,False,16,BB,FB_GEMM,0.0975,352.57,365.82
flan-t5-xl,1024,8192,2048,128,128,128,False,16,BB,CUTLASS,0.0997,344.60,357.56
flan-t5-xl,1024,8192,2048,1,1,2048,False,16,CC,MXBLAS,0.0568,604.48,627.20
flan-t5-xl,1024,8192,2048,1,1,2048,False,16,CC,FB_GEMM,0.0985,348.87,361.99
flan-t5-xl,1024,8192,2048,1,1,2048,False,16,CC,SG_LANG,0.0498,690.56,716.53
flan-t5-xl,1024,2048,8192,1024,2048,8192,False,16,TT,MXBLAS,0.0508,677.01,578.50
flan-t5-xl,1024,2048,8192,1024,2048,8192,False,16,TT,COAT,0.0701,490.10,418.78
flan-t5-xl,1024,2048,8192,1024,2048,8192,False,16,TT,CUTLASS,0.0966,355.58,303.84
flan-t5-xl,1024,2048,8192,1024,2048,8192,False,16,TT,TE_CUBLAS,0.0630,545.49,466.12
flan-t5-xl,1024,2048,8192,1,128,128,False,16,GB,MXBLAS,0.0607,566.05,483.68
flan-t5-xl,1024,2048,8192,1,128,128,False,16,GB,DEEP_GEMM,0.0743,462.27,395.01
flan-t5-xl,1024,2048,8192,1,128,128,False,16,GB,CUTLASS,0.1165,294.83,251.93
flan-t5-xl,1024,2048,8192,1,128,128,False,16,GB,SG_LANG,0.1217,282.42,241.33
flan-t5-xl,1024,2048,8192,128,128,128,False,16,BB,MXBLAS,0.0703,488.42,417.35
flan-t5-xl,1024,2048,8192,128,128,128,False,16,BB,FB_GEMM,0.1095,313.73,268.08
flan-t5-xl,1024,2048,8192,128,128,128,False,16,BB,CUTLASS,0.1166,294.62,251.75
flan-t5-xl,1024,2048,8192,1,1,8192,False,16,CC,MXBLAS,0.0511,671.76,574.01
flan-t5-xl,1024,2048,8192,1,1,8192,False,16,CC,FB_GEMM,0.1037,331.35,283.14
flan-t5-xl,1024,2048,8192,1,1,8192,False,16,CC,SG_LANG,0.0718,478.36,408.76
flan-t5-xl,1024,32128,2048,1024,32128,2048,False,16,TT,MXBLAS,0.1719,783.82,777.65
flan-t5-xl,1024,32128,2048,1024,32128,2048,False,16,TT,COAT,0.1995,675.42,670.10
flan-t5-xl,1024,32128,2048,1024,32128,2048,False,16,TT,CUTLASS,0.2837,475.07,471.33
flan-t5-xl,1024,32128,2048,1024,32128,2048,False,16,TT,TE_CUBLAS,0.1656,813.71,807.30
flan-t5-xl,1024,32128,2048,1,128,128,False,16,GB,MXBLAS,0.1959,687.99,682.58
flan-t5-xl,1024,32128,2048,1,128,128,False,16,GB,DEEP_GEMM,0.2778,485.09,481.27
flan-t5-xl,1024,32128,2048,1,128,128,False,16,GB,CUTLASS,0.3292,409.40,406.17
flan-t5-xl,1024,32128,2048,1,128,128,False,16,GB,SG_LANG,0.2936,459.05,455.43
flan-t5-xl,1024,32128,2048,128,128,128,False,16,BB,MXBLAS,0.2075,649.49,644.38
flan-t5-xl,1024,32128,2048,128,128,128,False,16,BB,FB_GEMM,0.2847,473.39,469.66
flan-t5-xl,1024,32128,2048,128,128,128,False,16,BB,CUTLASS,0.3299,408.49,405.27
flan-t5-xl,1024,32128,2048,1,1,2048,False,16,CC,MXBLAS,0.1795,750.55,744.64
flan-t5-xl,1024,32128,2048,1,1,2048,False,16,CC,FB_GEMM,0.1909,706.05,700.49
flan-t5-xl,1024,32128,2048,1,1,2048,False,16,CC,SG_LANG,0.1637,823.36,816.88
flan-t5-xl,4096,2048,2048,4096,2048,2048,False,16,TT,MXBLAS,0.0536,641.22,547.92
flan-t5-xl,4096,2048,2048,4096,2048,2048,False,16,TT,COAT,0.0660,520.98,445.17
flan-t5-xl,4096,2048,2048,4096,2048,2048,False,16,TT,CUTLASS,0.0832,413.03,352.93
flan-t5-xl,4096,2048,2048,4096,2048,2048,False,16,TT,TE_CUBLAS,0.0537,639.69,546.61
flan-t5-xl,4096,2048,2048,1,128,128,False,16,GB,MXBLAS,0.0611,562.11,480.32
flan-t5-xl,4096,2048,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0777,442.23,377.88
flan-t5-xl,4096,2048,2048,1,128,128,False,16,GB,CUTLASS,0.0975,352.52,301.22
flan-t5-xl,4096,2048,2048,1,128,128,False,16,GB,SG_LANG,0.0853,402.83,344.21
flan-t5-xl,4096,2048,2048,128,128,128,False,16,BB,MXBLAS,0.0674,509.95,435.75
flan-t5-xl,4096,2048,2048,128,128,128,False,16,BB,FB_GEMM,0.0967,355.50,303.77
flan-t5-xl,4096,2048,2048,128,128,128,False,16,BB,CUTLASS,0.0984,349.12,298.32
flan-t5-xl,4096,2048,2048,1,1,2048,False,16,CC,MXBLAS,0.0558,616.31,526.63
flan-t5-xl,4096,2048,2048,1,1,2048,False,16,CC,FB_GEMM,0.1014,338.96,289.64
flan-t5-xl,4096,2048,2048,1,1,2048,False,16,CC,SG_LANG,0.0496,692.12,591.41
flan-t5-xl,4096,8192,2048,4096,8192,2048,False,16,TT,MXBLAS,0.1743,788.42,529.33
flan-t5-xl,4096,8192,2048,4096,8192,2048,False,16,TT,COAT,0.1998,688.05,461.95
flan-t5-xl,4096,8192,2048,4096,8192,2048,False,16,TT,CUTLASS,0.2789,492.73,330.81
flan-t5-xl,4096,8192,2048,4096,8192,2048,False,16,TT,TE_CUBLAS,0.1730,794.39,533.35
flan-t5-xl,4096,8192,2048,1,128,128,False,16,GB,MXBLAS,0.2097,655.52,440.11
flan-t5-xl,4096,8192,2048,1,128,128,False,16,GB,DEEP_GEMM,0.2688,511.31,343.29
flan-t5-xl,4096,8192,2048,1,128,128,False,16,GB,CUTLASS,0.3237,424.60,285.07
flan-t5-xl,4096,8192,2048,1,128,128,False,16,GB,SG_LANG,0.2955,465.09,312.25
flan-t5-xl,4096,8192,2048,128,128,128,False,16,BB,MXBLAS,0.2268,605.90,406.79
flan-t5-xl,4096,8192,2048,128,128,128,False,16,BB,FB_GEMM,0.2865,479.64,322.03
flan-t5-xl,4096,8192,2048,128,128,128,False,16,BB,CUTLASS,0.3258,421.91,283.27
flan-t5-xl,4096,8192,2048,1,1,2048,False,16,CC,MXBLAS,0.1798,764.36,513.18
flan-t5-xl,4096,8192,2048,1,1,2048,False,16,CC,FB_GEMM,0.1865,736.76,494.65
flan-t5-xl,4096,8192,2048,1,1,2048,False,16,CC,SG_LANG,0.1993,689.62,463.00
flan-t5-xl,4096,2048,8192,4096,2048,8192,False,16,TT,MXBLAS,0.1711,803.19,392.18
flan-t5-xl,4096,2048,8192,4096,2048,8192,False,16,TT,COAT,0.2055,668.87,326.60
flan-t5-xl,4096,2048,8192,4096,2048,8192,False,16,TT,CUTLASS,0.2274,604.39,295.11
flan-t5-xl,4096,2048,8192,4096,2048,8192,False,16,TT,TE_CUBLAS,0.1714,802.05,391.63
flan-t5-xl,4096,2048,8192,1,128,128,False,16,GB,MXBLAS,0.2015,682.08,333.04
flan-t5-xl,4096,2048,8192,1,128,128,False,16,GB,DEEP_GEMM,0.2174,632.25,308.72
flan-t5-xl,4096,2048,8192,1,128,128,False,16,GB,CUTLASS,0.2778,494.82,241.61
flan-t5-xl,4096,2048,8192,1,128,128,False,16,GB,SG_LANG,0.2976,461.84,225.51
flan-t5-xl,4096,2048,8192,128,128,128,False,16,BB,MXBLAS,0.2349,585.21,285.75
flan-t5-xl,4096,2048,8192,128,128,128,False,16,BB,FB_GEMM,0.3257,422.00,206.06
flan-t5-xl,4096,2048,8192,128,128,128,False,16,BB,CUTLASS,0.2791,492.36,240.41
flan-t5-xl,4096,2048,8192,1,1,8192,False,16,CC,MXBLAS,0.1753,784.16,382.89
flan-t5-xl,4096,2048,8192,1,1,8192,False,16,CC,FB_GEMM,0.2090,657.54,321.06
flan-t5-xl,4096,2048,8192,1,1,8192,False,16,CC,SG_LANG,0.1789,768.06,375.03
flan-t5-xl,4096,32128,2048,4096,32128,2048,False,16,TT,MXBLAS,0.6204,868.86,543.83
